VehicleId,brand + Model,MPGe,MPG,HP,drivetrain,cost_vehicle,cost_fuel,cost_maintenance,emit_vehicleprod,emit_batteryprod,emit_fuelprod,emit_fuelcons,Brands,Brandsid
34337,Jaguar XE (2020),-1,28,247.0,RWD,350.0,136.0,99.6,38.0,,74.8,305.0,Jaguar,20
34340,Jaguar XE AWD (2020),-1,28,247.0,AWD,368.0,139.0,101.0,39.4,,76.7,313.0,Jaguar,20
34341,Jaguar XE AWD 30t (2020),-1,25,296.0,AWD,406.0,154.0,105.0,39.4,,84.9,346.0,Jaguar,20
34342,Jaguar XF (2020),-1,28,247.0,RWD,448.0,136.0,110.0,39.7,,74.8,305.0,Jaguar,20
34343,Jaguar XF 30t (2020),-1,26,296.0,RWD,514.0,148.0,116.0,40.3,,81.6,333.0,Jaguar,20
34344,Jaguar XF AWD 2.0L (2020),-1,27,247.0,AWD,475.0,145.0,112.0,40.6,,79.7,325.0,Jaguar,20
34345,Jaguar XF AWD 30t (2020),-1,25,296.0,AWD,540.0,152.0,119.0,41.2,,83.9,342.0,Jaguar,20
34346,Jaguar XF Sportbrake AWD 2.0L (2020),-1,24,296.0,AWD,572.0,163.0,122.0,42.1,,89.7,366.0,Jaguar,20
34347,Jaguar E-Pace (2020),-1,24,247.0,AWD,360.0,163.0,101.0,42.4,,89.7,366.0,Jaguar,20
34348,Jaguar E-Pace P300 (2020),-1,23,247.0,AWD,439.0,165.0,109.0,44.1,,91.0,371.0,Jaguar,20
34349,Jaguar F-Pace 2.0L (2020),-1,24,247.0,AWD,439.0,161.0,109.0,43.2,,88.4,361.0,Jaguar,20
34352,Land Rover Range Rover Velar 2.0L (2020),-1,23,247.0,AWD,494.0,165.0,114.0,44.8,,91.0,371.0,Land,25
34386,Jaguar XF AWD 3.0L (2020),-1,23,380.0,AWD,599.0,168.0,125.0,42.0,,92.5,377.0,Jaguar,20
34387,Jaguar XF Sportbrake AWD 3.0L (2020),-1,21,380.0,AWD,630.0,187.0,128.0,43.3,,103.0,420.0,Jaguar,20
34388,Jaguar F-Pace 3.0L (2020),-1,20,380.0,AWD,545.0,193.0,119.0,43.8,,106.0,434.0,Jaguar,20
34389,Jaguar F-Pace 5.0L (2020),-1,18,550.0,AWD,707.0,215.0,136.0,46.3,,118.0,482.0,Jaguar,20
34474,Land Rover Range Rover Velar 5.0L (2020),-1,17,550.0,AWD,797.0,228.0,145.0,47.9,,126.0,511.0,Land,25
34486,Nissan 370Z Auto (2020),-1,22,332.0,RWD,276.0,178.0,92.2,37.8,,98.2,400.0,Nissan,35
34487,Nissan 370Z Manual (2020),-1,20,332.0,RWD,264.0,192.0,90.9,37.6,,105.0,430.0,Nissan,35
34527,Jaguar I-Pace (2020),76,-1,394.0,AWD,547.0,51.2,84.2,37.5,45.0,194.0,,Jaguar,20
34562,Land Rover Range Rover Velar P380 (2020),-1,20,380.0,AWD,661.0,190.0,131.0,46.9,,105.0,427.0,Land,25
34563,Land Rover Range Rover Velar 3.0L (2020),-1,20,340.0,AWD,546.0,190.0,119.0,46.9,,105.0,427.0,Land,25
34598,Mitsubishi Outlander 2WD (2020),-1,27,166.0,FWD,218.0,110.0,86.3,37.6,,78.5,321.0,Mitsubishi,34
34605,Mitsubishi Outlander 4WD 2.4L (2020),-1,26,166.0,AWD,236.0,115.0,88.1,38.7,,81.6,333.0,Mitsubishi,34
34663,Kia K900 (2020),-1,21,365.0,AWD,526.0,187.0,117.0,48.4,,103.0,420.0,Kia,23
34667,Infiniti QX60 FWD (2020),-1,23,300.0,FWD,366.0,170.0,101.0,40.9,,93.7,382.0,Infiniti,19
34669,Infiniti QX60 AWD (2020),-1,22,300.0,AWD,383.0,178.0,103.0,42.3,,98.2,400.0,Infiniti,19
34670,Subaru BRZ 205HP (2020),-1,24,205.0,RWD,253.0,161.0,89.8,33.2,,88.5,361.0,Subaru,41
34671,Subaru BRZ 200HP (2020),-1,27,200.0,RWD,263.0,141.0,90.8,33.6,,77.6,317.0,Subaru,41
34672,Subaru BRZ tS (2020),-1,23,205.0,RWD,276.0,170.0,92.2,33.2,,93.7,382.0,Subaru,41
34682,Subaru WRX 2.0L Manual (2020),-1,23,268.0,AWD,241.0,165.0,88.6,37.3,,91.0,371.0,Subaru,41
34683,Subaru WRX 2.0L Auto (2020),-1,20,268.0,AWD,280.0,190.0,92.6,37.6,,105.0,427.0,Subaru,41
34684,Subaru WRX 2.5L Manual (2020),-1,18,310.0,AWD,327.0,211.0,97.3,38.5,,116.0,474.0,Subaru,41
34694,Mitsubishi Eclipse Cross 2WD (2020),-1,26,152.0,FWD,211.0,113.0,85.6,37.6,,80.8,330.0,Mitsubishi,34
34695,Mitsubishi Eclipse Cross ES 2WD (2020),-1,27,152.0,FWD,202.0,109.0,84.6,37.2,,77.8,318.0,Mitsubishi,34
34696,Mitsubishi Eclipse Cross ES 4WD (2020),-1,26,152.0,AWD,216.0,113.0,86.0,38.4,,80.8,330.0,Mitsubishi,34
34742,Fiat 124 Spider 160HP (2020),-1,29,160.0,RWD,236.0,133.0,88.0,30.2,,73.2,299.0,Fiat,13
34743,Fiat 124 Spider 164HP (2020),-1,29,164.0,RWD,258.0,131.0,90.3,30.6,,72.2,295.0,Fiat,13
34789,Fiat 500 L (2020),-1,25,160.0,FWD,197.0,154.0,84.2,36.9,,84.9,346.0,Fiat,13
34797,Acura MDX FWD (2020),-1,23,290.0,FWD,391.0,170.0,104.0,43.3,,93.7,382.0,Acura,0
34803,Acura MDX AWD (2020),-1,22,290.0,AWD,408.0,178.0,105.0,45.0,,98.2,400.0,Acura,0
34805,Acura MDX Hybrid AWD (2020),-1,26,321.0,AWD,465.0,146.0,111.0,46.0,80.3,80.3,328.0,Acura,0
34863,Acura RLX (2020),-1,23,310.0,FWD,482.0,166.0,113.0,42.8,,91.3,372.0,Acura,0
34864,Acura RLX Hybrid (2020),-1,28,377.0,AWD,543.0,136.0,119.0,45.2,74.6,74.6,305.0,Acura,0
34893,Cadillac CT6 AWD 3.6L (2020),-1,21,335.0,AWD,518.0,141.0,117.0,43.5,,100.0,409.0,Cadillac,8
34920,Mitsubishi Eclipse Cross 4WD (2020),-1,25,152.0,AWD,225.0,117.0,87.0,38.7,,83.4,341.0,Mitsubishi,34
34942,Mercedes-Benz SL550 (2020),-1,20,449.0,RWD,1007.0,194.0,166.0,43.1,,107.0,436.0,Mercedes-Benz,33
34944,Mercedes-Benz SL450 (2020),-1,23,362.0,RWD,799.0,168.0,145.0,41.6,,92.5,377.0,Mercedes-Benz,33
34952,Ford Fusion FWD 1.5L (2020),-1,27,181.0,FWD,215.0,111.0,86.0,38.7,,78.8,322.0,Ford,14
34953,Ford Fusion AWD (2020),-1,23,245.0,AWD,245.0,128.0,89.0,41.5,,91.3,372.0,Ford,14
34956,Ford Fusion FWD 2.0L (2020),-1,25,245.0,FWD,302.0,121.0,94.8,40.4,,86.4,353.0,Ford,14
34957,Ford Fusion FWD 2.5L (2020),-1,25,175.0,FWD,203.0,121.0,84.8,38.2,,86.4,353.0,Ford,14
34958,Ford Fusion Hybrid FWD (2020),-1,42,141.0,FWD,246.0,70.9,89.1,39.5,1.1,50.4,207.0,Ford,14
34972,Mercedes-Benz S450 (2020),-1,22,362.0,RWD,827.0,174.0,148.0,47.5,,95.6,390.0,Mercedes-Benz,33
34973,Mercedes-Benz S450 4matic (2020),-1,21,362.0,AWD,853.0,180.0,151.0,48.4,,99.0,403.0,Mercedes-Benz,33
35063,Ford Fusion Energi Plug-in Hybrid (2020),103,42,141.0,FWD,284.0,53.4,97.1,42.0,6.82,101.0,96.1,Ford,14
35085,Porsche Panamera (2020),-1,22,330.0,RWD,765.0,176.0,142.0,44.3,,96.8,395.0,Porsche,38
35086,Porsche Panamera 4 (2020),-1,22,330.0,AWD,806.0,178.0,146.0,45.0,,98.2,400.0,Porsche,38
35088,Porsche Panamera 4 Executive (2020),-1,22,330.0,AWD,864.0,178.0,152.0,46.2,,98.2,400.0,Porsche,38
35089,Porsche Panamera 4 ST (2020),-1,22,330.0,AWD,860.0,178.0,151.0,45.9,,98.2,400.0,Porsche,38
35090,Porsche Panamera 4S (2020),-1,21,440.0,AWD,921.0,185.0,157.0,45.5,,102.0,414.0,Porsche,38
35091,Porsche Panamera 4S Executive (2020),-1,21,440.0,AWD,1021.0,185.0,167.0,47.0,,102.0,414.0,Porsche,38
35092,Porsche Panamera 4S ST (2020),-1,20,440.0,AWD,976.0,190.0,163.0,46.3,,105.0,427.0,Porsche,38
35093,Porsche Panamera GTS (2020),-1,19,453.0,AWD,1135.0,208.0,179.0,47.6,,114.0,466.0,Porsche,38
35094,Porsche Panamera GTS ST (2020),-1,18,453.0,AWD,1189.0,220.0,184.0,48.0,,121.0,494.0,Porsche,38
35095,Porsche Panamera Turbo (2020),-1,21,550.0,AWD,1343.0,187.0,200.0,47.8,,103.0,420.0,Porsche,38
35096,Porsche Panamera Turbo Exec (2020),-1,21,550.0,AWD,1434.0,187.0,209.0,49.3,,103.0,420.0,Porsche,38
35097,Porsche Panamera Turbo ST (2020),-1,20,550.0,AWD,1378.0,193.0,204.0,48.3,,106.0,434.0,Porsche,38
35119,Toyota 86 Auto (2020),-1,27,205.0,RWD,244.0,143.0,88.9,33.4,,78.5,320.0,Toyota,43
35121,Toyota 86 Manual (2020),-1,24,205.0,RWD,237.0,163.0,88.2,33.0,,89.7,366.0,Toyota,43
35122,Ford Mustang 2.3L Manual (2020),-1,24,310.0,RWD,234.0,123.0,87.9,39.2,,87.4,357.0,Ford,14
35123,Ford Mustang 2.3L Auto (2020),-1,25,310.0,RWD,248.0,120.0,89.3,39.6,,85.4,349.0,Ford,14
35124,Ford Mustang 5.0L Manual (2020),-1,18,460.0,RWD,315.0,165.0,96.1,40.6,,118.0,479.0,Ford,14
35125,Ford Mustang Convertible 2.3L Manual (2020),-1,23,310.0,RWD,282.0,130.0,92.8,40.1,,92.5,377.0,Ford,14
35126,Ford Mustang Convertible 2.3L Auto (2020),-1,23,310.0,RWD,296.0,130.0,94.2,40.5,,92.5,377.0,Ford,14
35127,Ford Mustang 5.0L Auto (2020),-1,19,460.0,RWD,329.0,156.0,97.5,41.0,,111.0,453.0,Ford,14
35128,Ford Mustang Convertible 5.0L Auto (2020),-1,18,460.0,RWD,398.0,165.0,104.0,41.6,,118.0,479.0,Ford,14
35129,Ford Mustang HO Coupe Auto (2020),-1,23,330.0,RWD,292.0,130.0,93.7,40.0,,92.5,377.0,Ford,14
35130,Ford Mustang HO Convertible Auto (2020),-1,23,330.0,RWD,340.0,132.0,98.6,40.9,,93.7,382.0,Ford,14
35132,Ford Mustang HO Coupe Manual (2020),-1,23,330.0,RWD,278.0,132.0,92.3,39.6,,93.7,382.0,Ford,14
35133,Ford Mustang HO Convertible Manual (2020),-1,22,330.0,RWD,326.0,138.0,97.2,40.5,,98.2,400.0,Ford,14
35157,Audi A3 quattro (2020),-1,25,228.0,AWD,320.0,119.0,96.6,38.3,,84.9,346.0,Audi,3
35168,Ford Shelby GT350 Mustang (2020),-1,16,526.0,RWD,519.0,234.0,117.0,41.1,,129.0,525.0,Ford,14
35169,Ford Mustang Bullitt (2020),-1,17,480.0,RWD,419.0,175.0,107.0,40.6,,125.0,509.0,Ford,14
35218,Lincoln Nautilus FWD (2020),-1,23,250.0,FWD,368.0,130.0,101.0,44.2,,92.3,377.0,Lincoln,27
35227,Mitsubishi Outlander 4WD 3.0L (2020),-1,23,224.0,AWD,296.0,170.0,94.2,39.6,,93.7,382.0,Mitsubishi,34
35232,Nissan Armada 2WD (2020),-1,16,390.0,RWD,417.0,188.0,106.0,55.9,,134.0,544.0,Nissan,35
35239,Nissan Armada 4WD (2020),-1,15,390.0,AWD,443.0,201.0,109.0,57.9,,143.0,581.0,Nissan,35
35254,Ford Escape FWD (2020),-1,29,181.0,FWD,218.0,101.0,86.3,37.3,,72.2,295.0,Ford,14
35255,Ford Edge FWD (2020),-1,24,250.0,FWD,273.0,124.0,91.8,42.7,,88.5,361.0,Ford,14
35257,Nissan Pathfinder 2WD (2020),-1,23,284.0,FWD,281.0,132.0,92.6,45.4,,93.7,382.0,Nissan,35
35259,Ford Edge AWD 2.7L (2020),-1,22,335.0,AWD,380.0,138.0,103.0,45.5,,98.2,400.0,Ford,14
35261,Ford Edge AWD 2.0L (2020),-1,24,250.0,AWD,290.0,126.0,93.6,44.0,,89.7,366.0,Ford,14
35262,Lincoln Nautilus AWD 2.0L (2020),-1,22,250.0,AWD,390.0,136.0,104.0,45.5,,96.6,394.0,Lincoln,27
35263,Lincoln Nautilus AWD 2.7L (2020),-1,22,335.0,AWD,479.0,138.0,113.0,45.5,,98.2,400.0,Lincoln,27
35265,Nissan Pathfinder 4WD (2020),-1,23,284.0,AWD,295.0,132.0,94.1,46.5,,93.7,382.0,Nissan,35
35266,Nissan Pathfinder 4WD Platinum (2020),-1,22,284.0,AWD,394.0,138.0,104.0,48.4,,98.2,400.0,Nissan,35
35270,Hyundai Kona Electric (2020),120,-1,201.0,FWD,261.0,32.5,64.8,31.4,32.0,123.0,,Hyundai,18
35279,Nissan Murano FWD (2020),-1,23,260.0,FWD,285.0,130.0,93.1,42.9,,92.5,377.0,Nissan,35
35280,Nissan Murano AWD (2020),-1,23,260.0,AWD,299.0,130.0,94.4,41.6,,92.5,377.0,Nissan,35
35294,Mitsubishi Outlander PHEV (2020),74,25,197.0,AWD,267.0,85.7,96.4,43.1,9.09,140.0,174.0,Mitsubishi,34
35295,Porsche Panamera Turbo S e-Hybrid (2020),48,20,677.0,AWD,1588.0,156.0,231.0,51.2,10.7,176.0,276.0,Porsche,38
35296,Porsche Panamera Turbo S e-Hybrid Executive (2020),48,20,677.0,AWD,1680.0,156.0,240.0,52.5,10.7,176.0,276.0,Porsche,38
35297,Porsche Panamera Turbo S e-Hybrid ST (2020),48,20,677.0,AWD,1623.0,156.0,234.0,51.5,10.7,176.0,276.0,Porsche,38
35298,Audi A3 (2020),-1,30,184.0,FWD,292.0,98.0,93.8,36.5,,69.8,285.0,Audi,3
35324,Ford Shelby GT500 Mustang (2020),-1,14,760.0,RWD,617.0,273.0,127.0,44.7,,150.0,612.0,Ford,14
35382,Chevrolet Bolt EV (2020),118,-1,200.0,FWD,320.0,33.2,64.4,29.8,33.0,126.0,,Chevrolet,9
35383,Acura NSX Hybrid (2020),-1,21,573.0,AWD,1382.0,180.0,204.0,41.1,99.0,99.0,404.0,Acura,0
35444,Lincoln Continental AWD 2.7L (2020),-1,20,335.0,AWD,543.0,150.0,119.0,47.3,,107.0,436.0,Lincoln,27
35445,Lincoln Continental FWD 2.7L (2020),-1,21,335.0,FWD,525.0,141.0,117.0,45.9,,100.0,409.0,Lincoln,27
35446,Lincoln Continental AWD 3.0L (2020),-1,19,400.0,AWD,585.0,158.0,123.0,47.3,,113.0,459.0,Lincoln,27
35448,Lincoln Continental AWD 3.7L (2020),-1,19,305.0,AWD,424.0,158.0,107.0,46.3,,113.0,459.0,Lincoln,27
35449,Lincoln Continental FWD 3.7L (2020),-1,20,305.0,FWD,406.0,148.0,105.0,44.9,,105.0,430.0,Lincoln,27
35451,Ford Escape FWD HEV (2020),-1,41,165.0,FWD,248.0,73.5,89.3,37.9,52.3,52.3,214.0,Ford,14
35454,Ford Escape AWD 2.0L (2020),-1,26,250.0,AWD,287.0,115.0,93.2,39.4,,81.6,333.0,Ford,14
35455,Ford Escape AWD 1.5L (2020),-1,28,181.0,AWD,232.0,106.0,87.6,38.7,,75.7,309.0,Ford,14
35456,Ford Escape AWD HEV (2020),-1,40,165.0,AWD,261.0,74.4,90.6,39.3,1.1,53.0,217.0,Ford,14
35473,Hyundai Ioniq Electric (2020),133,-1,134.0,FWD,224.0,29.3,62.4,32.9,12.7,111.0,,Hyundai,18
35478,Tesla Model 3 Standard Range Plus (2020),140,-1,283.0,RWD,333.0,27.8,65.3,31.8,25.0,105.0,,Tesla,42
35492,Hyundai Ioniq Plug-in Hybrid (2020),119,53,139.0,FWD,193.0,43.1,87.7,36.1,6.74,88.5,71.1,Hyundai,18
35494,Subaru Crosstrek Hybrid AWD (2020),89,36,148.0,AWD,271.0,67.1,95.6,39.4,6.67,104.0,143.0,Subaru,41
35511,Kia Niro (2020),-1,49,104.0,FWD,216.0,61.3,86.0,34.6,1.1,43.7,179.0,Kia,23
35513,Kia Niro Touring (2020),-1,43,104.0,FWD,248.0,69.2,89.3,35.7,49.3,49.3,202.0,Kia,23
35543,Nissan Rogue Sport (2020),-1,28,141.0,FWD,206.0,108.0,85.0,37.7,,76.5,313.0,Nissan,35
35544,Nissan Rogue Sport AWD (2020),-1,26,141.0,AWD,217.0,113.0,86.2,38.7,,80.5,329.0,Nissan,35
35563,Kia Niro Plug-in Hybrid (2020),105,46,139.0,FWD,219.0,49.9,90.4,36.6,6.74,97.3,87.1,Kia,23
35564,Porsche Panamera 4 e-Hybrid (2020),51,22,457.0,AWD,852.0,143.0,156.0,48.8,10.7,166.0,249.0,Porsche,38
35565,Porsche Panamera 4 e-Hybrid Executive (2020),51,22,457.0,AWD,892.0,143.0,160.0,49.7,10.7,166.0,249.0,Porsche,38
35566,Porsche Panamera 4 e-Hybrid ST (2020),51,22,457.0,AWD,887.0,143.0,160.0,49.2,10.7,166.0,249.0,Porsche,38
35579,BMW I8 Coupe (2020),69,27,369.0,AWD,1245.0,109.0,195.0,37.2,8.79,135.0,184.0,BMW,4
35581,BMW I8 Roadster (2020),69,27,369.0,AWD,1383.0,109.0,209.0,38.6,8.79,135.0,184.0,BMW,4
35589,Cadillac CT6 AWD 4.2L (2020),-1,17,500.0,AWD,847.0,221.0,150.0,48.2,,122.0,495.0,Cadillac,8
35595,Porsche Taycan Turbo (2020),69,-1,670.0,AWD,1258.0,56.3,132.0,39.9,46.7,213.0,,Porsche,38
35597,Mercedes-Benz SLC300 (2020),-1,26,241.0,RWD,438.0,146.0,109.0,38.0,,80.6,329.0,Mercedes-Benz,33
35601,Nissan Kicks (2020),-1,33,122.0,FWD,167.0,90.2,81.1,32.3,,64.2,262.0,Nissan,35
35605,Mercedes-Benz Maybach S650 (2020),-1,16,621.0,RWD,1778.0,246.0,244.0,53.5,,135.0,551.0,Mercedes-Benz,33
35610,Honda Ridgeline FWD (2020),-1,22,280.0,FWD,298.0,138.0,94.3,45.0,,98.2,400.0,Honda,17
35615,Honda Ridgeline AWD (2020),-1,21,280.0,AWD,317.0,142.0,96.3,46.6,,101.0,413.0,Honda,17
35640,Dodge Grand Caravan (2020),-1,20,283.0,FWD,242.0,150.0,88.6,45.7,,107.0,436.0,Dodge,11
35643,Porsche Taycan Turbo S (2020),67,-1,750.0,AWD,1558.0,57.8,152.0,39.8,46.7,219.0,,Porsche,38
35644,Kia Seltos FWD,-1,31,146.0,FWD,193.0,96.0,83.7,35.6,,68.3,279.0,Kia,23
35645,Kia Seltos AWD 1.6L,-1,27,175.0,AWD,224.0,110.0,86.8,37.4,,78.5,321.0,Kia,23
35647,Kia Seltos AWD 2.0L,-1,29,146.0,AWD,206.0,104.0,85.1,36.5,,74.0,302.0,Kia,23
35655,Mazda MX-5 Manual (2020),-1,29,181.0,RWD,233.0,133.0,87.8,29.5,,73.0,298.0,Mazda,31
35656,Mazda MX-5 Auto (2020),-1,29,181.0,RWD,245.0,131.0,89.0,30.0,,72.2,295.0,Mazda,31
35704,Jaguar F-Type S Coupe,-1,22,296.0,RWD,541.0,176.0,119.0,37.7,,96.8,395.0,Jaguar,20
35705,Jaguar F-Type S Convertible,-1,22,296.0,RWD,568.0,176.0,122.0,38.1,,96.8,395.0,Jaguar,20
35708,Jaguar F-Type R AWD Coupe,-1,19,380.0,AWD,718.0,205.0,137.0,40.1,,113.0,459.0,Jaguar,20
35709,Jaguar F-Type R AWD Convertible,-1,19,380.0,AWD,745.0,205.0,140.0,40.5,,113.0,459.0,Jaguar,20
35710,Volkswagen Atlas 3.6L,-1,19,276.0,FWD,336.0,155.0,98.2,46.6,,110.0,449.0,Volkswagen,44
35711,Volkswagen Atlas 4motion 3.6L,-1,18,276.0,AWD,353.0,163.0,99.9,48.0,,116.0,474.0,Volkswagen,44
35716,Genesis G70 AWD 2.0L,-1,23,252.0,AWD,316.0,170.0,96.2,39.1,,93.7,382.0,Genesis,16
35717,Genesis G70 RWD 2.0L Auto,-1,25,252.0,RWD,316.0,154.0,96.2,39.1,,84.9,346.0,Genesis,16
35718,Genesis G70 RWD 2.0L Manual,-1,21,252.0,RWD,339.0,180.0,98.5,39.6,,99.0,403.0,Genesis,16
35719,Kia Soul 2.0L Auto,-1,30,147.0,FWD,167.0,99.2,81.1,33.6,,70.6,289.0,Kia,23
35721,Kia Soul 2.0L Manual,-1,27,147.0,FWD,153.0,109.0,79.7,33.2,,77.5,316.0,Kia,23
35722,Kia Soul 1.6L Auto,-1,29,201.0,FWD,242.0,103.0,88.7,35.2,,73.1,299.0,Kia,23
35725,Volkswagen Atlas 2.0L,-1,22,235.0,FWD,277.0,134.0,92.2,45.1,,95.4,389.0,Volkswagen,44
35732,Chevrolet Trailblazer AWD,-1,28,155.0,AWD,216.0,108.0,86.0,37.5,,76.7,313.0,Chevrolet,9
35736,BMW i3 (2020),113,-1,170.0,RWD,324.0,34.5,69.1,27.5,21.1,131.0,,BMW,4
35737,BMW i3s (2020),113,-1,181.0,RWD,352.0,34.5,71.0,28.1,21.1,131.0,,BMW,4
35738,Kia Niro Electric (2020),113,-1,201.0,FWD,277.0,34.7,66.0,32.5,32.0,131.0,,Kia,23
35739,Genesis G70 AWD 3.3L,-1,20,365.0,AWD,423.0,194.0,107.0,42.1,,107.0,436.0,Genesis,16
35740,Genesis G70 RWD 3.3L Auto,-1,20,365.0,RWD,405.0,192.0,105.0,41.2,,105.0,430.0,Genesis,16
35746,Buick Encore GX FWD,-1,29,137.0,FWD,212.0,102.0,85.7,35.1,,72.5,296.0,Buick,7
35748,Chevrolet Trailblazer FWD,-1,29,137.0,FWD,175.0,102.0,82.0,34.8,,72.5,296.0,Chevrolet,9
35749,BMW X3 xDrive30e (2020),60,23,288.0,AWD,384.0,127.0,108.0,46.1,9.09,157.0,215.0,BMW,4
35750,Mercedes-Benz S560e (2020),64,23,469.0,RWD,906.0,120.0,162.0,50.3,10.2,160.0,193.0,Mercedes-Benz,33
35751,MINI Cooper Convertible Auto,-1,31,134.0,FWD,251.0,123.0,89.6,34.4,,67.5,276.0,MINI,29
35752,MINI Cooper S Convertible Auto,-1,29,189.0,FWD,289.0,133.0,93.4,35.3,,73.0,298.0,MINI,29
35753,MINI Cooper S Convertible Manual,-1,26,189.0,FWD,276.0,146.0,92.1,35.0,,80.6,329.0,MINI,29
35754,MINI John Cooper Works Convertible,-1,28,228.0,FWD,337.0,137.0,98.3,35.8,,75.6,309.0,MINI,29
35756,MINI Cooper Hardtop 2 door Auto,-1,31,134.0,FWD,208.0,123.0,85.2,33.0,,67.5,276.0,MINI,29
35757,MINI Cooper Hardtop 4 door Auto,-1,31,134.0,FWD,216.0,123.0,86.1,33.8,,67.5,276.0,MINI,29
35758,MINI Cooper S Hardtop 2 door Manual,-1,27,189.0,FWD,232.0,145.0,87.6,33.4,,79.7,325.0,MINI,29
35759,MINI Cooper S Hardtop 4 door Manual,-1,27,189.0,FWD,240.0,145.0,88.5,34.4,,79.7,325.0,MINI,29
35760,MINI John Cooper Works Hardtop Auto,-1,29,228.0,FWD,298.0,133.0,94.3,34.3,,73.0,298.0,MINI,29
35761,MINI John Cooper Works Hardtop Manual,-1,27,228.0,FWD,284.0,145.0,93.0,33.7,,79.7,325.0,MINI,29
35762,MINI John Cooper Works GP,-1,26,301.0,FWD,394.0,146.0,104.0,33.7,,80.5,329.0,MINI,29
35763,Honda Insight Touring,-1,48,151.0,FWD,253.0,62.0,89.8,34.4,1.1,44.1,181.0,Honda,17
35764,Hyundai Veloster 2.0L Auto,-1,30,147.0,FWD,175.0,100.0,81.9,33.7,,71.3,291.0,Hyundai,18
35765,Hyundai Veloster 2.0L Manual,-1,28,147.0,FWD,166.0,106.0,81.0,33.4,,75.6,309.0,Hyundai,18
35767,Hyundai Veloster 1.6L Auto,-1,30,201.0,FWD,226.0,98.0,87.1,34.7,,69.8,285.0,Hyundai,18
35768,Hyundai Veloster 1.6L Manual,-1,29,201.0,FWD,206.0,104.0,85.0,34.2,,73.8,302.0,Hyundai,18
35769,Honda Insight,-1,52,151.0,FWD,201.0,57.2,84.6,33.7,1.1,40.7,167.0,Honda,17
35770,BMW 750i xDrive,-1,20,523.0,AWD,904.0,197.0,156.0,48.9,,108.0,442.0,BMW,4
35771,BMW Alpina B7,-1,20,600.0,AWD,1257.0,197.0,191.0,50.0,,108.0,442.0,BMW,4
